Task,Model,DisplayName,ArchitectureNote,R2_main,ARE_main(%),n_main,main_ratio,R2_all,ARE_all(%),n_all,Hyperparams
inverse,inverse_MLP,inverse_MLP,,0.9982990902571155,0.3934827111311109,13,0.29545454545454547,0.9992536407617131,0.6269150463198929,44,"hidden=(32, 32), alpha=0.0001"
inverse,inverse_GRNN,inverse_GRNN,,0.8711067324976651,5.061235889622551,13,0.29545454545454547,0.9084347624557604,7.746795023062614,44,sigma=0.1
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.999912884389971,0.1448384545961676,13,0.29545454545454547,0.9999433997893965,0.15775029179756844,44,"hidden=64, lr=0.005, wd=1e-05"
