rank,selected_min_distance,low_mid_mass_threshold,mid_high_mass_threshold,low_opening,mid_opening,high_opening,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,min_distance_bonus,total_score
48,1,3353.1562693889473,5314.827050173339,21,38,44,2400.9566708944935,4223.094015055,4885.556796680216,0.8039626138386076,0.842161311176711,0.22860603691808704,0.8214285714285714,0.5217391304347826,0.5,1.9763138128650826
49,1,3353.1562693889473,5314.827050173339,21,41,47,2400.9566708944935,4554.376493416202,5214.135230782047,0.8039626138386076,0.7451854312392195,0.31692522730577444,0.9285714285714286,0.46153846153846156,0.5,1.9738205251308543
50,2,3353.1562693889473,5314.827050173339,23,37,48,2611.1007680831576,4112.649493085068,5323.227730622294,0.7160699783280289,0.7745998081650158,0.33917091854449977,0.9615384615384616,0.88,1.0,1.9719637819606213
51,1,3353.1562693889473,5314.827050173339,22,41,48,2506.028719488826,4554.376493416202,5323.227730622294,0.775016296083318,0.7451854312392195,0.33917091854449977,0.9285714285714286,0.5384615384615384,0.5,1.970196821691213
52,2,3353.1562693889473,5314.827050173339,22,38,43,2506.028719488826,4223.094015055,4775.163362258878,0.775016296083318,0.842161311176711,0.2390227529225463,0.8076923076923077,0.47619047619047616,1.0,1.969863363845579
53,1,3353.1562693889473,5314.827050173339,23,39,46,2611.1007680831576,4333.538537024931,5105.042730941801,0.7160699783280289,0.8797228141884053,0.26755727410970115,0.8214285714285714,0.6086956521739131,0.5,1.9684121784273774
54,1,3353.1562693889473,5314.827050173339,22,42,49,2506.028719488826,4664.769927837539,5432.320230462541,0.775016296083318,0.7076551796785397,0.3659096107974703,0.9642857142857143,0.5185185185185186,0.5,1.9614646844429258
55,1,3353.1562693889473,5314.827050173339,21,37,46,2400.9566708944935,4112.649493085068,5105.042730941801,0.8039626138386076,0.7745998081650158,0.26755727410970115,0.8928571428571429,0.72,0.5,1.9613482675418958
56,1,3353.1562693889473,5314.827050173339,21,42,48,2400.9566708944935,4664.769927837539,5323.227730622294,0.8039626138386076,0.7076551796785397,0.33917091854449977,0.9642857142857143,0.4444444444444444,0.5,1.9607093469822818
57,1,3353.1562693889473,5314.827050173339,24,39,48,2716.1728166774906,4333.538537024931,5323.227730622294,0.6271236605727392,0.8797228141884053,0.33917091854449977,0.8571428571428571,0.75,0.5,1.9595888218770727
58,1,3353.1562693889473,5314.827050173339,22,39,42,2506.028719488826,4333.538537024931,4664.769927837539,0.775016296083318,0.8797228141884053,0.21943946892700547,0.7142857142857143,0.30000000000000004,0.5,1.9583214363415857
59,1,3353.1562693889473,5314.827050173339,24,38,49,2716.1728166774906,4223.094015055,5432.320230462541,0.6271236605727392,0.842161311176711,0.3659096107974703,0.8928571428571429,0.88,0.5,1.9568231539754917
60,1,3353.1562693889473,5314.827050173339,21,38,42,2400.9566708944935,4223.094015055,4664.769927837539,0.8039626138386076,0.842161311176711,0.21943946892700547,0.75,0.38095238095238093,0.5,1.9558014891804192
61,1,3353.1562693889473,5314.827050173339,23,37,48,2611.1007680831576,4112.649493085068,5323.227730622294,0.7160699783280289,0.7745998081650158,0.33917091854449977,0.8928571428571429,0.88,0.5,1.9514692764661157
62,2,3353.1562693889473,5314.827050173339,22,42,48,2506.028719488826,4664.769927837539,5323.227730622294,0.775016296083318,0.7076551796785397,0.33917091854449977,1.0,0.46153846153846156,1.0,1.9503039327678962
63,1,3353.1562693889473,5314.827050173339,22,38,43,2506.028719488826,4223.094015055,4775.163362258878,0.775016296083318,0.842161311176711,0.2390227529225463,0.75,0.47619047619047616,0.5,1.9502479792301943
64,1,3353.1562693889473,5314.827050173339,22,36,49,2506.028719488826,4002.2049711151362,5432.320230462541,0.775016296083318,0.6770383051533214,0.3659096107974703,0.9642857142857143,0.962962962962963,0.5,1.9486255876954854
65,1,3353.1562693889473,5314.827050173339,21,36,48,2400.9566708944935,4002.2049711151362,5323.227730622294,0.8039626138386076,0.6770383051533214,0.33917091854449977,0.9642857142857143,0.8888888888888888,0.5,1.9478702502348415
66,1,3353.1562693889473,5314.827050173339,22,38,44,2506.028719488826,4223.094015055,4885.556796680216,0.775016296083318,0.842161311176711,0.22860603691808704,0.7857142857142857,0.5454545454545454,0.5,1.9454589688534407
