rank,selected_min_distance,low_mid_mass_threshold,mid_high_mass_threshold,low_opening,mid_opening,high_opening,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,min_distance_bonus,total_score
455,1,3353.1562693889473,5314.827050173339,28,38,44,3137.7025274042826,4223.094015055,4885.556796680216,0.4204675979724275,0.842161311176711,0.22860603691808704,0.5714285714285714,0.75,0.5,1.5819492317815114
456,1,3353.1562693889473,5314.827050173339,27,36,47,3032.2166400267965,4002.2049711151362,5214.135230782047,0.4797041795874346,0.6770383051533214,0.31692522730577444,0.7142857142857143,0.9,0.5,1.5818105691893876
457,1,3353.1562693889473,5314.827050173339,23,34,42,2611.1007680831576,3783.143219748014,4664.769927837539,0.7160699783280289,0.5430330968301214,0.21943946892700547,0.6785714285714286,0.8421052631578947,0.5,1.5815124688971856
458,1,3353.1562693889473,5314.827050173339,27,37,44,3032.2166400267965,4112.649493085068,4885.556796680216,0.4797041795874346,0.7745998081650158,0.22860603691808704,0.6071428571428571,0.8235294117647058,0.5,1.5794226297125542
459,1,3353.1562693889473,5314.827050173339,31,39,48,3457.2915315564455,4333.538537024931,5323.227730622294,0.25825557468797233,0.8797228141884053,0.33917091854449977,0.6071428571428571,0.9411764705882353,0.5,1.5783677948158352
460,1,3353.1562693889473,5314.827050173339,22,47,48,2506.028719488826,5214.135230782047,5323.227730622294,0.775016296083318,0.3715955462318883,0.33917091854449977,0.9285714285714286,0.07692307692307687,0.5,1.5781453982223432
461,2,3353.1562693889473,5314.827050173339,28,38,42,3137.7025274042826,4223.094015055,4664.769927837539,0.4204675979724275,0.842161311176711,0.21943946892700547,0.5384615384615384,0.5714285714285714,1.0,1.5780024440102098
462,1,3353.1562693889473,5314.827050173339,24,44,47,2716.1728166774906,4885.556796680216,5214.135230782047,0.6271236605727392,0.5425946765571791,0.31692522730577444,0.8214285714285714,0.26086956521739135,0.5,1.577792632758674
463,1,3353.1562693889473,5314.827050173339,21,48,49,2400.9566708944935,5323.227730622294,5432.320230462541,0.8039626138386076,0.31,0.3659096107974703,1.0,0.0714285714285714,0.5,1.577729367493221
464,1,3353.1562693889473,5314.827050173339,28,41,47,3137.7025274042826,4554.376493416202,5214.135230782047,0.4204675979724275,0.7451854312392195,0.31692522730577444,0.6785714285714286,0.631578947368421,0.5,1.5771271286978727
465,1,3353.1562693889473,5314.827050173339,21,32,42,2400.9566708944935,3565.9087609536355,4664.769927837539,0.8039626138386076,0.4401456862071123,0.21943946892700547,0.75,0.9523809523809523,0.5,1.5766430070679633
466,2,3353.1562693889473,5314.827050173339,27,37,42,3032.2166400267965,4112.649493085068,4664.769927837539,0.4797041795874346,0.7745998081650158,0.21943946892700547,0.5769230769230769,0.6666666666666667,1.0,1.5765639694999687
467,1,3353.1562693889473,5314.827050173339,32,38,49,3565.9087609536355,4223.094015055,5432.320230462541,0.2765457768488848,0.842161311176711,0.3659096107974703,0.6071428571428571,0.7058823529411764,0.5,1.5764234215121415
468,1,3353.1562693889473,5314.827050173339,21,34,38,2400.9566708944935,3783.143219748014,4223.094015055,0.8039626138386076,0.5430330968301214,0.14658747521049556,0.6071428571428571,0.47058823529411764,0.5,1.5759781438624176
469,1,3353.1562693889473,5314.827050173339,29,37,49,3243.1884147817696,4112.649493085068,5432.320230462541,0.3312310163574198,0.7745998081650158,0.3659096107974703,0.7142857142857143,0.8,0.5,1.575883292462763
470,1,3353.1562693889473,5314.827050173339,29,39,46,3243.1884147817696,4333.538537024931,5105.042730941801,0.3312310163574198,0.8797228141884053,0.26755727410970115,0.6071428571428571,0.8235294117647058,0.5,1.5750237096975428
471,1,3353.1562693889473,5314.827050173339,23,33,43,2611.1007680831576,3674.525990350825,4775.163362258878,0.7160699783280289,0.506589391518617,0.2390227529225463,0.7142857142857143,1.0,0.5,1.5738249799120494
472,1,3353.1562693889473,5314.827050173339,33,39,48,3674.525990350825,4333.538537024931,5323.227730622294,0.2648359790097974,0.8797228141884053,0.33917091854449977,0.5357142857142857,0.8,0.5,1.5735868545998453
473,2,3353.1562693889473,5314.827050173339,27,43,48,3032.2166400267965,4775.163362258878,5323.227730622294,0.4797041795874346,0.6401249281178594,0.33917091854449977,0.8076923076923077,0.47619047619047616,1.0,1.5726630299127973
474,1,3353.1562693889473,5314.827050173339,26,42,46,2926.7307526493096,4664.769927837539,5105.042730941801,0.5089407612024421,0.7076551796785397,0.26755727410970115,0.7142857142857143,0.4,0.5,1.5722960721335402
475,1,3353.1562693889473,5314.827050173339,24,43,44,2716.1728166774906,4775.163362258878,4885.556796680216,0.6271236605727392,0.6401249281178594,0.22860603691808704,0.7142857142857143,0.09999999999999998,0.5,1.5719974827515426
476,1,3353.1562693889473,5314.827050173339,28,37,46,3137.7025274042826,4112.649493085068,5105.042730941801,0.4204675979724275,0.7745998081650158,0.26755727410970115,0.6428571428571429,1.0,0.5,1.5690532516757159
477,1,3353.1562693889473,5314.827050173339,28,36,49,3137.7025274042826,4002.2049711151362,5432.320230462541,0.4204675979724275,0.6770383051533214,0.3659096107974703,0.75,0.7619047619047619,0.5,1.5688917043994095
478,2,3353.1562693889473,5314.827050173339,23,33,42,2611.1007680831576,3674.525990350825,4664.769927837539,0.7160699783280289,0.506589391518617,0.21943946892700547,0.7307692307692307,0.9473684210526316,1.0,1.568455114077295
479,1,3353.1562693889473,5314.827050173339,32,39,47,3565.9087609536355,4333.538537024931,5214.135230782047,0.2765457768488848,0.8797228141884053,0.31692522730577444,0.5357142857142857,0.9333333333333333,0.5,1.568384294533541
480,1,3353.1562693889473,5314.827050173339,21,31,47,2400.9566708944935,3457.2915315564455,5214.135230782047,0.8039626138386076,0.3269418071689211,0.31692522730577444,0.9285714285714286,0.7692307692307692,0.5,1.567884593368248
481,1,3353.1562693889473,5314.827050173339,22,32,43,2506.028719488826,3565.9087609536355,4775.163362258878,0.775016296083318,0.4401456862071123,0.2390227529225463,0.75,0.9523809523809523,0.5,1.5672799733082148
482,2,3353.1562693889473,5314.827050173339,32,38,48,3565.9087609536355,4223.094015055,5323.227730622294,0.2765457768488848,0.842161311176711,0.33917091854449977,0.6153846153846154,0.75,1.0,1.5671087758008648
483,1,3353.1562693889473,5314.827050173339,21,34,39,2400.9566708944935,3783.143219748014,4333.538537024931,0.8039626138386076,0.5430330968301214,0.1306266748565389,0.6428571428571429,0.5555555555555556,0.5,1.5662731791760613
484,2,3353.1562693889473,5314.827050173339,22,32,42,2506.028719488826,3565.9087609536355,4664.769927837539,0.775016296083318,0.4401456862071123,0.21943946892700547,0.7692307692307693,1.0,1.0,1.5661399127558973
485,1,3353.1562693889473,5314.827050173339,26,41,43,2926.7307526493096,4554.376493416202,4775.163362258878,0.5089407612024421,0.7451854312392195,0.2390227529225463,0.6071428571428571,0.23529411764705888,0.5,1.5661321386415188
486,1,3353.1562693889473,5314.827050173339,26,36,46,2926.7307526493096,4002.2049711151362,5105.042730941801,0.5089407612024421,0.6770383051533214,0.26755727410970115,0.7142857142857143,1.0,0.5,1.565679197608322
487,1,3353.1562693889473,5314.827050173339,23,33,44,2611.1007680831576,3674.525990350825,4885.556796680216,0.7160699783280289,0.506589391518617,0.22860603691808704,0.75,0.9523809523809523,0.5,1.5643606448599712
488,1,3353.1562693889473,5314.827050173339,31,38,49,3457.2915315564455,4223.094015055,5432.320230462541,0.25825557468797233,0.842161311176711,0.3659096107974703,0.6428571428571429,0.7777777777777778,0.5,1.563866179201836
489,1,3353.1562693889473,5314.827050173339,27,38,41,3032.2166400267965,4223.094015055,4554.376493416202,0.4797041795874346,0.842161311176711,0.16985618493146473,0.5,0.4285714285714286,0.5,1.5638645328384675
490,1,3353.1562693889473,5314.827050173339,28,42,48,3137.7025274042826,4664.769927837539,5323.227730622294,0.4204675979724275,0.7076551796785397,0.33917091854449977,0.7142857142857143,0.6,0.5,1.563436553338324
491,1,3353.1562693889473,5314.827050173339,24,33,47,2716.1728166774906,3674.525990350825,5214.135230782047,0.6271236605727392,0.506589391518617,0.31692522730577444,0.8214285714285714,0.782608695652174,0.5,1.5626569129375034
492,1,3353.1562693889473,5314.827050173339,26,41,44,2926.7307526493096,4554.376493416202,4885.556796680216,0.5089407612024421,0.7451854312392195,0.22860603691808704,0.6428571428571429,0.33333333333333337,0.5,1.5624941341216534
493,1,3353.1562693889473,5314.827050173339,24,36,41,2716.1728166774906,4002.2049711151362,4554.376493416202,0.6271236605727392,0.6770383051533214,0.16985618493146473,0.6071428571428571,0.5882352941176471,0.5,1.5611189909936596
494,1,3353.1562693889473,5314.827050173339,28,38,42,3137.7025274042826,4223.094015055,4664.769927837539,0.4204675979724275,0.842161311176711,0.21943946892700547,0.5,0.5714285714285714,0.5,1.5599255209332867
495,1,3353.1562693889473,5314.827050173339,33,38,49,3674.525990350825,4223.094015055,5432.320230462541,0.2648359790097974,0.842161311176711,0.3659096107974703,0.5714285714285714,0.625,0.5,1.5586211866982642
496,1,3353.1562693889473,5314.827050173339,27,37,42,3032.2166400267965,4112.649493085068,4664.769927837539,0.4797041795874346,0.7745998081650158,0.21943946892700547,0.5357142857142857,0.6666666666666667,0.5,1.5582672662032653
497,1,3353.1562693889473,5314.827050173339,22,31,48,2506.028719488826,3457.2915315564455,5323.227730622294,0.775016296083318,0.3269418071689211,0.33917091854449977,0.9285714285714286,0.6923076923076923,0.5,1.5581070437747606
498,1,3353.1562693889473,5314.827050173339,22,32,44,2506.028719488826,3565.9087609536355,4885.556796680216,0.775016296083318,0.4401456862071123,0.22860603691808704,0.7857142857142857,0.9090909090909091,0.5,1.5579887984292966
499,1,3353.1562693889473,5314.827050173339,23,46,48,2611.1007680831576,5105.042730941801,5323.227730622294,0.7160699783280289,0.40832998561419354,0.33917091854449977,0.8928571428571429,0.16000000000000003,0.5,1.5563994539152934
500,1,3353.1562693889473,5314.827050173339,26,43,47,2926.7307526493096,4775.163362258878,5214.135230782047,0.5089407612024421,0.6401249281178594,0.31692522730577444,0.75,0.38095238095238093,0.5,1.5562290118641713
501,1,3353.1562693889473,5314.827050173339,31,39,47,3457.2915315564455,4333.538537024931,5214.135230782047,0.25825557468797233,0.8797228141884053,0.31692522730577444,0.5714285714285714,1.0,0.5,1.555617901896438
502,1,3353.1562693889473,5314.827050173339,21,34,37,2400.9566708944935,3783.143219748014,4112.649493085068,0.8039626138386076,0.5430330968301214,0.13254827556445223,0.5714285714285714,0.375,0.5,1.5552582719474668
503,2,3353.1562693889473,5314.827050173339,28,42,47,3137.7025274042826,4664.769927837539,5214.135230782047,0.4204675979724275,0.7076551796785397,0.31692522730577444,0.7307692307692307,0.5263157894736843,1.0,1.5545621749972276
504,1,3353.1562693889473,5314.827050173339,22,33,41,2506.028719488826,3674.525990350825,4554.376493416202,0.775016296083318,0.506589391518617,0.16985618493146473,0.6785714285714286,0.8421052631578947,0.5,1.5544317973454298
505,1,3353.1562693889473,5314.827050173339,34,39,49,3783.143219748014,4333.538537024931,5432.320230462541,0.22312618117070995,0.8797228141884053,0.3659096107974703,0.5357142857142857,0.6666666666666667,0.5,1.553282415680395
506,1,3353.1562693889473,5314.827050173339,27,43,48,3032.2166400267965,4775.163362258878,5323.227730622294,0.4797041795874346,0.6401249281178594,0.33917091854449977,0.75,0.47619047619047616,0.5,1.5530476452974127
507,1,3353.1562693889473,5314.827050173339,24,34,46,2716.1728166774906,3783.143219748014,5105.042730941801,0.6271236605727392,0.5430330968301214,0.26755727410970115,0.7857142857142857,0.9090909090909091,0.5,1.5519348107333408
508,1,3353.1562693889473,5314.827050173339,33,39,47,3674.525990350825,4333.538537024931,5214.135230782047,0.2648359790097974,0.8797228141884053,0.31692522730577444,0.5,0.8571428571428572,0.5,1.5507697347896914
509,1,3353.1562693889473,5314.827050173339,23,33,42,2611.1007680831576,3674.525990350825,4664.769927837539,0.7160699783280289,0.506589391518617,0.21943946892700547,0.6785714285714286,0.9473684210526316,0.5,1.5492792899014707
510,1,3353.1562693889473,5314.827050173339,23,47,49,2611.1007680831576,5214.135230782047,5432.320230462541,0.7160699783280289,0.3715955462318883,0.3659096107974703,0.9285714285714286,0.15384615384615385,0.5,1.5490146957969477
511,2,3353.1562693889473,5314.827050173339,33,38,48,3674.525990350825,4223.094015055,5323.227730622294,0.2648359790097974,0.842161311176711,0.33917091854449977,0.5769230769230769,0.6666666666666667,1.0,1.548988721551521
512,1,3353.1562693889473,5314.827050173339,32,38,48,3565.9087609536355,4223.094015055,5323.227730622294,0.2765457768488848,0.842161311176711,0.33917091854449977,0.5714285714285714,0.75,0.5,1.5485922922843813
513,1,3353.1562693889473,5314.827050173339,29,37,48,3243.1884147817696,4112.649493085068,5323.227730622294,0.3312310163574198,0.7745998081650158,0.33917091854449977,0.6785714285714286,0.8421052631578947,0.5,1.5479716678789655
514,1,3353.1562693889473,5314.827050173339,22,32,42,2506.028719488826,3565.9087609536355,4664.769927837539,0.775016296083318,0.4401456862071123,0.21943946892700547,0.7142857142857143,1.0,0.5,1.5467443083602928
515,1,3353.1562693889473,5314.827050173339,29,41,49,3243.1884147817696,4554.376493416202,5432.320230462541,0.3312310163574198,0.7451854312392195,0.3659096107974703,0.7142857142857143,0.8,0.5,1.5464689155369666
516,1,3353.1562693889473,5314.827050173339,22,48,49,2506.028719488826,5323.227730622294,5432.320230462541,0.775016296083318,0.31,0.3659096107974703,0.9642857142857143,0.07407407407407407,0.5,1.5460317269866086
517,1,3353.1562693889473,5314.827050173339,22,34,38,2506.028719488826,3783.143219748014,4223.094015055,0.775016296083318,0.5430330968301214,0.14658747521049556,0.5714285714285714,0.5,0.5,1.5453511538382207
518,1,3353.1562693889473,5314.827050173339,24,32,49,2716.1728166774906,3565.9087609536355,5432.320230462541,0.6271236605727392,0.4401456862071123,0.3659096107974703,0.8928571428571429,0.64,0.5,1.545207529005893
519,2,3353.1562693889473,5314.827050173339,27,43,47,3032.2166400267965,4775.163362258878,5214.135230782047,0.4797041795874346,0.6401249281178594,0.31692522730577444,0.7692307692307693,0.4,1.0,1.54429279654953
520,1,3353.1562693889473,5314.827050173339,21,33,38,2400.9566708944935,3674.525990350825,4223.094015055,0.8039626138386076,0.506589391518617,0.14658747521049556,0.6071428571428571,0.5882352941176471,0.5,1.5442403209038544
521,2,3353.1562693889473,5314.827050173339,32,38,47,3565.9087609536355,4223.094015055,5214.135230782047,0.2765457768488848,0.842161311176711,0.31692522730577444,0.5769230769230769,0.8,1.0,1.5437861614852166
522,2,3353.1562693889473,5314.827050173339,28,37,43,3137.7025274042826,4112.649493085068,4775.163362258878,0.4204675979724275,0.7745998081650158,0.2390227529225463,0.5769230769230769,0.8,1.0,1.542244005213836
523,1,3353.1562693889473,5314.827050173339,29,38,46,3243.1884147817696,4223.094015055,5105.042730941801,0.3312310163574198,0.842161311176711,0.26755727410970115,0.6071428571428571,0.9411764705882353,0.5,1.5421680890387897
524,1,3353.1562693889473,5314.827050173339,27,42,46,3032.2166400267965,4664.769927837539,5105.042730941801,0.4797041795874346,0.7076551796785397,0.26755727410970115,0.6785714285714286,0.42105263157894735,0.5,1.5410444529245477
525,1,3353.1562693889473,5314.827050173339,28,36,48,3137.7025274042826,4002.2049711151362,5323.227730622294,0.4204675979724275,0.6770383051533214,0.33917091854449977,0.7142857142857143,0.8,0.5,1.5408196788131057
526,1,3353.1562693889473,5314.827050173339,26,38,39,2926.7307526493096,4223.094015055,4333.538537024931,0.5089407612024421,0.842161311176711,0.1306266748565389,0.4642857142857143,0.15384615384615385,0.5,1.5400254505323951
527,1,3353.1562693889473,5314.827050173339,26,41,42,2926.7307526493096,4554.376493416202,4664.769927837539,0.5089407612024421,0.7451854312392195,0.21943946892700547,0.5714285714285714,0.125,0.5,1.5392799470829526
528,2,3353.1562693889473,5314.827050173339,23,47,48,2611.1007680831576,5214.135230782047,5323.227730622294,0.7160699783280289,0.3715955462318883,0.33917091854449977,0.9615384615384616,0.07999999999999996,1.0,1.536959520027494
529,1,3353.1562693889473,5314.827050173339,31,38,48,3457.2915315564455,4223.094015055,5323.227730622294,0.25825557468797233,0.842161311176711,0.33917091854449977,0.6071428571428571,0.8235294117647058,0.5,1.5361004094511999
530,1,3353.1562693889473,5314.827050173339,23,32,46,2611.1007680831576,3565.9087609536355,5105.042730941801,0.7160699783280289,0.4401456862071123,0.26755727410970115,0.8214285714285714,0.782608695652174,0.5,1.535791572185215
531,1,3353.1562693889473,5314.827050173339,22,34,39,2506.028719488826,3783.143219748014,4333.538537024931,0.775016296083318,0.5430330968301214,0.1306266748565389,0.6071428571428571,0.5882352941176471,0.5,1.5357769081061126
532,1,3353.1562693889473,5314.827050173339,28,42,47,3137.7025274042826,4664.769927837539,5214.135230782047,0.4204675979724275,0.7076551796785397,0.31692522730577444,0.6785714285714286,0.5263157894736843,0.5,1.5353863508214032
533,1,3353.1562693889473,5314.827050173339,27,41,43,3032.2166400267965,4554.376493416202,4775.163362258878,0.4797041795874346,0.7451854312392195,0.2390227529225463,0.5714285714285714,0.25,0.5,1.5346266494634864
534,1,3353.1562693889473,5314.827050173339,28,39,41,3137.7025274042826,4333.538537024931,4554.376493416202,0.4204675979724275,0.8797228141884053,0.16985618493146473,0.4642857142857143,0.3076923076923077,0.5,1.534497146542847
535,1,3353.1562693889473,5314.827050173339,21,33,39,2400.9566708944935,3674.525990350825,4333.538537024931,0.8039626138386076,0.506589391518617,0.1306266748565389,0.6428571428571429,0.6666666666666667,0.5,1.5342739183090013
536,1,3353.1562693889473,5314.827050173339,22,31,47,2506.028719488826,3457.2915315564455,5214.135230782047,0.775016296083318,0.3269418071689211,0.31692522730577444,0.8928571428571429,0.72,0.5,1.5341119019865848
537,1,3353.1562693889473,5314.827050173339,26,37,41,2926.7307526493096,4112.649493085068,4554.376493416202,0.5089407612024421,0.7745998081650158,0.16985618493146473,0.5357142857142857,0.5333333333333333,0.5,1.532587230489399
538,2,3353.1562693889473,5314.827050173339,22,33,38,2506.028719488826,3674.525990350825,4223.094015055,0.775016296083318,0.506589391518617,0.14658747521049556,0.6153846153846154,0.625,1.0,1.5324239320431998
539,1,3353.1562693889473,5314.827050173339,27,36,46,3032.2166400267965,4002.2049711151362,5105.042730941801,0.4797041795874346,0.6770383051533214,0.26755727410970115,0.6785714285714286,0.9473684210526316,0.5,1.5314802099782765
540,1,3353.1562693889473,5314.827050173339,27,41,44,3032.2166400267965,4554.376493416202,4885.556796680216,0.4797041795874346,0.7451854312392195,0.22860603691808704,0.6071428571428571,0.3529411764705882,0.5,1.5311847233749933
541,1,3353.1562693889473,5314.827050173339,33,38,48,3674.525990350825,4223.094015055,5323.227730622294,0.2648359790097974,0.842161311176711,0.33917091854449977,0.5357142857142857,0.6666666666666667,0.5,1.5306920182548176
542,1,3353.1562693889473,5314.827050173339,23,46,47,2611.1007680831576,5105.042730941801,5214.135230782047,0.7160699783280289,0.40832998561419354,0.31692522730577444,0.8571428571428571,0.08333333333333337,0.5,1.5282299531527588
543,1,3353.1562693889473,5314.827050173339,29,39,43,3243.1884147817696,4333.538537024931,4775.163362258878,0.3312310163574198,0.8797228141884053,0.2390227529225463,0.5,0.5714285714285714,0.5,1.5278337263255142
544,1,3353.1562693889473,5314.827050173339,23,34,41,2611.1007680831576,3783.143219748014,4554.376493416202,0.7160699783280289,0.5430330968301214,0.16985618493146473,0.6428571428571429,0.7777777777777778,0.5,1.5264989426292974
545,1,3353.1562693889473,5314.827050173339,26,34,49,2926.7307526493096,3783.143219748014,5432.320230462541,0.5089407612024421,0.5430330968301214,0.3659096107974703,0.8214285714285714,0.6956521739130435,0.5,1.5264238415008409
546,1,3353.1562693889473,5314.827050173339,34,39,48,3783.143219748014,4333.538537024931,5323.227730622294,0.22312618117070995,0.8797228141884053,0.33917091854449977,0.5,0.7142857142857143,0.5,1.5255913424750434
547,2,3353.1562693889473,5314.827050173339,33,38,47,3674.525990350825,4223.094015055,5214.135230782047,0.2648359790097974,0.842161311176711,0.31692522730577444,0.5384615384615384,0.7142857142857143,1.0,1.5255708691406344
548,1,3353.1562693889473,5314.827050173339,37,39,49,4112.649493085068,4333.538537024931,5432.320230462541,0.21726357998078957,0.8797228141884053,0.3659096107974703,0.42857142857142855,0.33333333333333337,0.5,1.5255150525857126
549,1,3353.1562693889473,5314.827050173339,32,38,47,3565.9087609536355,4223.094015055,5214.135230782047,0.2765457768488848,0.842161311176711,0.31692522730577444,0.5357142857142857,0.8,0.5,1.5254894581885132
550,1,3353.1562693889473,5314.827050173339,27,43,47,3032.2166400267965,4775.163362258878,5214.135230782047,0.4797041795874346,0.6401249281178594,0.31692522730577444,0.7142857142857143,0.4,0.5,1.5248971921539254
551,1,3353.1562693889473,5314.827050173339,29,37,47,3243.1884147817696,4112.649493085068,5214.135230782047,0.3312310163574198,0.7745998081650158,0.31692522730577444,0.6428571428571429,0.8888888888888888,0.5,1.5247401788123371
552,1,3353.1562693889473,5314.827050173339,22,34,37,2506.028719488826,3783.143219748014,4112.649493085068,0.775016296083318,0.5430330968301214,0.13254827556445223,0.5357142857142857,0.4,0.5,1.5244548113350345
553,1,3353.1562693889473,5314.827050173339,28,43,49,3137.7025274042826,4775.163362258878,5432.320230462541,0.4204675979724275,0.6401249281178594,0.3659096107974703,0.75,0.5714285714285714,0.5,1.5243592797449002
554,1,3353.1562693889473,5314.827050173339,29,39,44,3243.1884147817696,4333.538537024931,4885.556796680216,0.3312310163574198,0.8797228141884053,0.22860603691808704,0.5357142857142857,0.6666666666666667,0.5,1.5240836769877215
555,1,3353.1562693889473,5314.827050173339,28,37,43,3137.7025274042826,4112.649493085068,4775.163362258878,0.4204675979724275,0.7745998081650158,0.2390227529225463,0.5357142857142857,0.8,0.5,1.5239473019171326
556,1,3353.1562693889473,5314.827050173339,26,42,43,2926.7307526493096,4664.769927837539,4775.163362258878,0.5089407612024421,0.7076551796785397,0.2390227529225463,0.6071428571428571,0.11764705882352944,0.5,1.5238960047278978
557,1,3353.1562693889473,5314.827050173339,21,33,37,2400.9566708944935,3674.525990350825,4112.649493085068,0.8039626138386076,0.506589391518617,0.13254827556445223,0.5714285714285714,0.5,0.5,1.5238145666359626
558,1,3353.1562693889473,5314.827050173339,23,31,49,2611.1007680831576,3457.2915315564455,5432.320230462541,0.7160699783280289,0.3269418071689211,0.3659096107974703,0.9285714285714286,0.6153846153846154,0.5,1.5228224951955192
559,2,3353.1562693889473,5314.827050173339,23,32,43,2611.1007680831576,3565.9087609536355,4775.163362258878,0.7160699783280289,0.4401456862071123,0.2390227529225463,0.7692307692307693,0.9,1.0,1.522776878996149
560,1,3353.1562693889473,5314.827050173339,24,44,46,2716.1728166774906,4885.556796680216,5105.042730941801,0.6271236605727392,0.5425946765571791,0.26755727410970115,0.7857142857142857,0.18181818181818177,0.5,1.5224054813694896
561,1,3353.1562693889473,5314.827050173339,21,32,41,2400.9566708944935,3565.9087609536355,4554.376493416202,0.8039626138386076,0.4401456862071123,0.16985618493146473,0.7142857142857143,0.9,0.5,1.5221073421200417
562,1,3353.1562693889473,5314.827050173339,28,41,46,3137.7025274042826,4554.376493416202,5105.042730941801,0.4204675979724275,0.7451854312392195,0.26755727410970115,0.6428571428571429,0.5555555555555556,0.5,1.5218610969721418
563,1,3353.1562693889473,5314.827050173339,26,36,43,2926.7307526493096,4002.2049711151362,4775.163362258878,0.5089407612024421,0.6770383051533214,0.2390227529225463,0.6071428571428571,0.8235294117647058,0.5,1.5215144243203267
564,1,3353.1562693889473,5314.827050173339,26,42,44,2926.7307526493096,4664.769927837539,4885.556796680216,0.5089407612024421,0.7076551796785397,0.22860603691808704,0.6428571428571429,0.2222222222222222,0.5,1.5205194381165292
565,1,3353.1562693889473,5314.827050173339,28,37,44,3137.7025274042826,4112.649493085068,4885.556796680216,0.4204675979724275,0.7745998081650158,0.22860603691808704,0.5714285714285714,0.875,0.5,1.519387728769816
566,1,3353.1562693889473,5314.827050173339,32,39,46,3565.9087609536355,4333.538537024931,5105.042730941801,0.2765457768488848,0.8797228141884053,0.26755727410970115,0.5,1.0,0.5,1.5188258651469912
567,1,3353.1562693889473,5314.827050173339,28,36,47,3137.7025274042826,4002.2049711151362,5214.135230782047,0.4204675979724275,0.6770383051533214,0.31692522730577444,0.6785714285714286,0.8421052631578947,0.5,1.5174010552435533
568,1,3353.1562693889473,5314.827050173339,21,28,49,2400.9566708944935,3137.7025274042826,5432.320230462541,0.8039626138386076,0.23247866193756336,0.3659096107974703,1.0,0.5,0.5,1.5173508865736414
569,1,3353.1562693889473,5314.827050173339,24,36,38,2716.1728166774906,4002.2049711151362,4223.094015055,0.6271236605727392,0.6770383051533214,0.14658747521049556,0.5,0.2857142857142857,0.5,1.5171780123651275
570,1,3353.1562693889473,5314.827050173339,21,31,46,2400.9566708944935,3457.2915315564455,5105.042730941801,0.8039626138386076,0.3269418071689211,0.26755727410970115,0.8928571428571429,0.8,0.5,1.516890266545801
571,1,3353.1562693889473,5314.827050173339,24,32,48,2716.1728166774906,3565.9087609536355,5323.227730622294,0.6271236605727392,0.4401456862071123,0.33917091854449977,0.8571428571428571,0.6666666666666667,0.5,1.5166783605624463
572,1,3353.1562693889473,5314.827050173339,26,36,44,2926.7307526493096,4002.2049711151362,4885.556796680216,0.5089407612024421,0.6770383051533214,0.22860603691808704,0.6428571428571429,0.8888888888888888,0.5,1.5165692302579776
573,1,3353.1562693889473,5314.827050173339,23,47,48,2611.1007680831576,5214.135230782047,5323.227730622294,0.7160699783280289,0.3715955462318883,0.33917091854449977,0.8928571428571429,0.07999999999999996,0.5,1.5164650145329883
574,1,3353.1562693889473,5314.827050173339,24,34,43,2716.1728166774906,3783.143219748014,4775.163362258878,0.6271236605727392,0.5430330968301214,0.2390227529225463,0.6785714285714286,0.9473684210526316,0.5,1.5163599614532262
575,2,3353.1562693889473,5314.827050173339,28,37,42,3137.7025274042826,4112.649493085068,4664.769927837539,0.4204675979724275,0.7745998081650158,0.21943946892700547,0.5384615384615384,0.7142857142857143,1.0,1.5161552267128002
576,1,3353.1562693889473,5314.827050173339,36,39,49,4002.2049711151362,4333.538537024931,5432.320230462541,0.19933998165620595,0.8797228141884053,0.3659096107974703,0.4642857142857143,0.46153846153846156,0.5,1.5155768022464773
577,1,3353.1562693889473,5314.827050173339,26,44,49,2926.7307526493096,4885.556796680216,5432.320230462541,0.5089407612024421,0.5425946765571791,0.3659096107974703,0.8214285714285714,0.4347826086956522,0.5,1.515550638619203
578,1,3353.1562693889473,5314.827050173339,29,41,48,3243.1884147817696,4554.376493416202,5323.227730622294,0.3312310163574198,0.7451854312392195,0.33917091854449977,0.6785714285714286,0.736842105263158,0.5,1.5143467646373796
579,1,3353.1562693889473,5314.827050173339,22,33,38,2506.028719488826,3674.525990350825,4223.094015055,0.775016296083318,0.506589391518617,0.14658747521049556,0.5714285714285714,0.625,0.5,1.5139074485267163
580,1,3353.1562693889473,5314.827050173339,31,38,47,3457.2915315564455,4223.094015055,5214.135230782047,0.25825557468797233,0.842161311176711,0.31692522730577444,0.5714285714285714,0.875,0.5,1.5130563988847436
581,1,3353.1562693889473,5314.827050173339,24,33,46,2716.1728166774906,3674.525990350825,5105.042730941801,0.6271236605727392,0.506589391518617,0.26755727410970115,0.7857142857142857,0.8181818181818181,0.5,1.511854741785473
582,2,3353.1562693889473,5314.827050173339,22,33,37,2506.028719488826,3674.525990350825,4112.649493085068,0.775016296083318,0.506589391518617,0.13254827556445223,0.5769230769230769,0.5333333333333333,1.0,1.511641142653567
583,2,3353.1562693889473,5314.827050173339,28,43,48,3137.7025274042826,4775.163362258878,5323.227730622294,0.4204675979724275,0.6401249281178594,0.33917091854449977,0.7692307692307693,0.5,1.0,1.5113019061732482
