model,r2_mean,r2_std,r2_min,r2_max,are_mean,are_std,are_min,are_max,folds
KAN,0.9948327541351318,0.005613733985656318,0.9888211488723755,0.999938428401947,1.4311348497867584,1.274675868979697,0.21703073382377625,2.7587852478027344,3
MLP,0.9799730395269398,0.028011015505786403,0.9477417577172462,0.9984286258036893,3.2044441713251524,3.1376214858107665,0.7997247406153544,6.7536447276610545,3
GRNN,0.7714970315262782,0.30427042603842247,0.42391621074769825,0.9896853239795772,10.566298526185056,9.995201720200681,2.5048464669085955,21.74991211606727,3
