task_name,model_name,budget_profile,trial_budget,validation_repeats,selection_metric,tie_break_metric,seed,inner_val_ratio,candidate_idx,inner_fold_id,inner_fold_count,inner_split_strategy,repeat_train_size,repeat_val_size,config_json,val_r2,val_are,mean_val_r2,std_val_r2,mean_val_are,std_val_are,inner_split_meta_json,repeat_idx,is_selected
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,0,0,5,unknown,200,43,"{""sigma"": 0.1}",0.9330440485940088,6.90746139834736,0.9179223002419151,0.015502040346532521,7.644596007436523,0.5350852761830603,{},0,1
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,0,1,5,unknown,200,43,"{""sigma"": 0.1}",0.9344829166277122,7.865806645281463,0.9179223002419151,0.015502040346532521,7.644596007436523,0.5350852761830603,{},1,1
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,0,2,5,unknown,200,43,"{""sigma"": 0.1}",0.9151948309657948,7.164184972594031,0.9179223002419151,0.015502040346532521,7.644596007436523,0.5350852761830603,{},2,1
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,0,3,5,unknown,200,43,"{""sigma"": 0.1}",0.9151070330955696,7.905969083654237,0.9179223002419151,0.015502040346532521,7.644596007436523,0.5350852761830603,{},3,1
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,0,4,5,unknown,200,43,"{""sigma"": 0.1}",0.8917826719264903,8.379557937305524,0.9179223002419151,0.015502040346532521,7.644596007436523,0.5350852761830603,{},4,1
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,1,0,5,unknown,200,43,"{""sigma"": 0.26956521739130435}",0.5034495886577838,20.83455890659923,0.47827935648625364,0.026476713277236736,21.558504982182008,0.9499977241425696,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,1,1,5,unknown,200,43,"{""sigma"": 0.26956521739130435}",0.5097565189728127,22.364799535514972,0.47827935648625364,0.026476713277236736,21.558504982182008,0.9499977241425696,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,1,2,5,unknown,200,43,"{""sigma"": 0.26956521739130435}",0.47377307989166817,20.170267838806097,0.47827935648625364,0.026476713277236736,21.558504982182008,0.9499977241425696,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,1,3,5,unknown,200,43,"{""sigma"": 0.26956521739130435}",0.4680371700627013,21.68305808562936,0.47827935648625364,0.026476713277236736,21.558504982182008,0.9499977241425696,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,1,4,5,unknown,200,43,"{""sigma"": 0.26956521739130435}",0.436380424846302,22.739840544360394,0.47827935648625364,0.026476713277236736,21.558504982182008,0.9499977241425696,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,0,5,unknown,200,43,"{""sigma"": 0.4391304347826087}",0.2533938056061529,25.601149450513006,0.23974688426759022,0.01693957950600588,26.340987678217648,1.1997128169041837,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,1,5,unknown,200,43,"{""sigma"": 0.4391304347826087}",0.2596839068649558,27.63515346593562,0.23974688426759022,0.01693957950600588,26.340987678217648,1.1997128169041837,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,2,5,unknown,200,43,"{""sigma"": 0.4391304347826087}",0.23922128084949712,24.506179244880958,0.23974688426759022,0.01693957950600588,26.340987678217648,1.1997128169041837,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,3,5,unknown,200,43,"{""sigma"": 0.4391304347826087}",0.23555303401431105,26.353537544044034,0.23974688426759022,0.01693957950600588,26.340987678217648,1.1997128169041837,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,4,5,unknown,200,43,"{""sigma"": 0.4391304347826087}",0.2108823940030342,27.608918685714638,0.23974688426759022,0.01693957950600588,26.340987678217648,1.1997128169041837,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,0,5,unknown,200,43,"{""sigma"": 0.608695652173913}",0.14480838369651416,27.339010809643252,0.13772851759727275,0.010730332077167781,28.117906492717395,1.3134473945467582,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,1,5,unknown,200,43,"{""sigma"": 0.608695652173913}",0.149720695152328,29.639932713867005,0.13772851759727275,0.010730332077167781,28.117906492717395,1.3134473945467582,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,2,5,unknown,200,43,"{""sigma"": 0.608695652173913}",0.1390674079369486,26.102923662684603,0.13772851759727275,0.010730332077167781,28.117906492717395,1.3134473945467582,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,3,5,unknown,200,43,"{""sigma"": 0.608695652173913}",0.13678770292353892,28.108263875269447,0.13772851759727275,0.010730332077167781,28.117906492717395,1.3134473945467582,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,4,5,unknown,200,43,"{""sigma"": 0.608695652173913}",0.1182583982770341,29.39940140212267,0.13772851759727275,0.010730332077167781,28.117906492717395,1.3134473945467582,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,0,5,unknown,200,43,"{""sigma"": 0.7782608695652173}",0.09213451146474183,28.135307750032087,0.08796848066382976,0.007249930005902863,28.960624888311855,1.356176176404777,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,1,5,unknown,200,43,"{""sigma"": 0.7782608695652173}",0.09553587766321414,30.589354159679058,0.08796848066382976,0.007249930005902863,28.960624888311855,1.356176176404777,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,2,5,unknown,200,43,"{""sigma"": 0.7782608695652173}",0.0896839363661539,26.891051947289938,0.08796848066382976,0.007249930005902863,28.960624888311855,1.356176176404777,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,3,5,unknown,200,43,"{""sigma"": 0.7782608695652173}",0.08812906227747064,28.970227973081354,0.08796848066382976,0.007249930005902863,28.960624888311855,1.356176176404777,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,4,5,unknown,200,43,"{""sigma"": 0.7782608695652173}",0.0743590155475683,30.217182611476836,0.08796848066382976,0.007249930005902863,28.960624888311855,1.356176176404777,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,0,5,unknown,200,43,"{""sigma"": 0.9478260869565217}",0.06323564818961147,28.56196952251441,0.060477495748185416,0.005187797561597175,29.420232084892568,1.3786568219110704,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,1,5,unknown,200,43,"{""sigma"": 0.9478260869565217}",0.06551229129463065,31.10823123174226,0.060477495748185416,0.005187797561597175,29.420232084892568,1.3786568219110704,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,2,5,unknown,200,43,"{""sigma"": 0.9478260869565217}",0.06211447812672988,27.32351869560256,0.060477495748185416,0.005187797561597175,29.420232084892568,1.3786568219110704,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,3,5,unknown,200,43,"{""sigma"": 0.9478260869565217}",0.06098115787254266,29.454264371951208,0.060477495748185416,0.005187797561597175,29.420232084892568,1.3786568219110704,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,4,5,unknown,200,43,"{""sigma"": 0.9478260869565217}",0.050543903257412426,30.653176602652398,0.060477495748185416,0.005187797561597175,29.420232084892568,1.3786568219110704,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,0,5,unknown,200,43,"{""sigma"": 1.117391304347826}",0.04582215555593061,28.815806693586634,0.0438271180131786,0.0038883302948678838,29.69649569887208,1.3919050869300602,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,1,5,unknown,200,43,"{""sigma"": 1.117391304347826}",0.047316841001920684,31.420597223083384,0.0438271180131786,0.0038883302948678838,29.69649569887208,1.3919050869300602,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,2,5,unknown,200,43,"{""sigma"": 1.117391304347826}",0.0452906892799011,27.584715559108886,0.0438271180131786,0.0038883302948678838,29.69649569887208,1.3919050869300602,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,3,5,unknown,200,43,"{""sigma"": 1.117391304347826}",0.044424531834090675,29.749789633411552,0.0438271180131786,0.0038883302948678838,29.69649569887208,1.3919050869300602,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,4,5,unknown,200,43,"{""sigma"": 1.117391304347826}",0.03628137239404994,30.911569385169965,0.0438271180131786,0.0038883302948678838,29.69649569887208,1.3919050869300602,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,0,5,unknown,200,43,"{""sigma"": 1.2869565217391306}",0.03456752314577005,28.97857208272402,0.03302764501922473,0.0030259512947261977,29.874813980736906,1.4003653361780029,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,1,5,unknown,200,43,"{""sigma"": 1.2869565217391306}",0.03551592762216993,31.622385527214433,0.03302764501922473,0.0030259512947261977,29.874813980736906,1.4003653361780029,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,2,5,unknown,200,43,"{""sigma"": 1.2869565217391306}",0.03432223021736314,27.75385044997489,0.03302764501922473,0.0030259512947261977,29.874813980736906,1.4003653361780029,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,3,5,unknown,200,43,"{""sigma"": 1.2869565217391306}",0.033635627365961485,29.942450118405848,0.03302764501922473,0.0030259512947261977,29.874813980736906,1.4003653361780029,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,4,5,unknown,200,43,"{""sigma"": 1.2869565217391306}",0.027096916744859034,31.076811725365328,0.03302764501922473,0.0030259512947261977,29.874813980736906,1.4003653361780029,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,0,5,unknown,200,43,"{""sigma"": 1.4565217391304348}",0.026892227820794257,29.08898373720637,0.02564467416391032,0.0024290096403557903,29.996312450551102,1.4060966792045604,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,1,5,unknown,200,43,"{""sigma"": 1.4565217391304348}",0.027450186834646284,31.759945061987416,0.02564467416391032,0.0024290096403557903,29.996312450551102,1.4060966792045604,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,2,5,unknown,200,43,"{""sigma"": 1.4565217391304348}",0.026796692148195134,27.869344625806207,0.02564467416391032,0.0024290096403557903,29.996312450551102,1.4060966792045604,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,3,5,unknown,200,43,"{""sigma"": 1.4565217391304348}",0.026236168065853716,30.074594847223253,0.02564467416391032,0.0024290096403557903,29.996312450551102,1.4060966792045604,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,4,5,unknown,200,43,"{""sigma"": 1.4565217391304348}",0.020848095950062207,31.188693980532264,0.02564467416391032,0.0024290096403557903,29.996312450551102,1.4060966792045604,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,0,5,unknown,200,43,"{""sigma"": 1.626086956521739}",0.021432074926159506,29.167235026122345,0.020383288117187925,0.0020014399076589166,30.082688089155813,1.4101582828865047,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,1,5,unknown,200,43,"{""sigma"": 1.626086956521739}",0.021703667473633725,31.85777155980194,0.020383288117187925,0.0020014399076589166,30.082688089155813,1.4101582828865047,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,2,5,unknown,200,43,"{""sigma"": 1.626086956521739}",0.021419876927048387,27.951578695887928,0.020383288117187925,0.0020014399076589166,30.082688089155813,1.4101582828865047,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,3,5,unknown,200,43,"{""sigma"": 1.626086956521739}",0.020951022140541675,30.1689734783348,0.020383288117187925,0.0020014399076589166,30.082688089155813,1.4101582828865047,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,4,5,unknown,200,43,"{""sigma"": 1.626086956521739}",0.016409799118556334,31.267881685632034,0.020383288117187925,0.0020014399076589166,30.082688089155813,1.4101582828865047,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,0,5,unknown,200,43,"{""sigma"": 1.7956521739130435}",0.017413341175910868,29.224670300413194,0.01650588097958521,0.0016865549154523878,30.14622879761358,1.4131407525584496,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,1,5,unknown,200,43,"{""sigma"": 1.7956521739130435}",0.017469694295941918,31.92975275214899,0.01650588097958521,0.0016865549154523878,30.14622879761358,1.4131407525584496,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,2,5,unknown,200,43,"{""sigma"": 1.7956521739130435}",0.0174498918260112,28.0121407802672,0.01650588097958521,0.0016865549154523878,30.14622879761358,1.4131407525584496,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,3,5,unknown,200,43,"{""sigma"": 1.7956521739130435}",0.01704962904905749,30.238632739345825,0.01650588097958521,0.0016865549154523878,30.14622879761358,1.4131407525584496,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,4,5,unknown,200,43,"{""sigma"": 1.7956521739130435}",0.013146848551004564,31.325947415892696,0.01650588097958521,0.0016865549154523878,30.14622879761358,1.4131407525584496,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,0,5,unknown,200,43,"{""sigma"": 1.9652173913043478}",0.014371687938984357,29.2680509259464,0.013568360991328254,0.0014493276472348732,30.194301206298768,1.4153948112816352,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,1,5,unknown,200,43,"{""sigma"": 1.9652173913043478}",0.014262658343590418,31.984220216569483,0.013568360991328254,0.0014493276472348732,30.194301206298768,1.4153948112816352,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,2,5,unknown,200,43,"{""sigma"": 1.9652173913043478}",0.014437936115264227,28.057998218971232,0.013568360991328254,0.0014493276472348732,30.194301206298768,1.4153948112816352,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,3,5,unknown,200,43,"{""sigma"": 1.9652173913043478}",0.01409025134015962,30.291464700311334,0.013568360991328254,0.0014493276472348732,30.194301206298768,1.4153948112816352,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,4,5,unknown,200,43,"{""sigma"": 1.9652173913043478}",0.01067927121864265,31.3697719696954,0.013568360991328254,0.0014493276472348732,30.194301206298768,1.4153948112816352,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,0,5,unknown,200,43,"{""sigma"": 2.134782608695652}",0.012015191721314933,29.301605746557506,0.011290850622908532,0.0012672322098512439,30.231532770959944,1.4171394749900057,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,1,5,unknown,200,43,"{""sigma"": 2.134782608695652}",0.011776588902314145,32.02641012634873,0.011290850622908532,0.0012672322098512439,30.231532770959944,1.4171394749900057,{},1,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,2,5,unknown,200,43,"{""sigma"": 2.134782608695652}",0.012100141179915536,28.09353719923752,0.011290850622908532,0.0012672322098512439,30.231532770959944,1.4171394749900057,{},2,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,3,5,unknown,200,43,"{""sigma"": 2.134782608695652}",0.011793596975099296,30.332459784041934,0.011290850622908532,0.0012672322098512439,30.231532770959944,1.4171394749900057,{},3,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,4,5,unknown,200,43,"{""sigma"": 2.134782608695652}",0.008768734335898754,31.403650998614044,0.011290850622908532,0.0012672322098512439,30.231532770959944,1.4171394749900057,{},4,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,13,0,5,unknown,200,43,"{""sigma"": 2.3043478260869565}",0.010153054174392717,29.328087690352177,0.009490079254827987,0.0011252692402917944,30.260945902712287,1.418517259320015,{},0,0
inverse,inverse_GRNN,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,13,1,5,unknown,200,43,"{""sigma"": 2.3043478260869565}",0.009811179534129133,32.05974370554349,0.009490079254827987,0.0011252692402917944,30.260945902712287,1.418517259320015,{},1,0
