protocol,are_GRNN,are_KAN,are_MLP,are_Poly2,are_RBF,r2_GRNN,r2_KAN,r2_MLP,r2_Poly2,r2_RBF
leave_opening_20_out,23.92118139080992,13.41736125946045,7.37554816191598,0.4616355895996094,1.211427092552185,0.3823197600405529,0.7880734205245972,0.9386044326882144,0.9996592998504639,0.998411238193512
leave_opening_25_out,1.8869472362522002,0.6891162395477295,2.591759604609835,0.218360036611557,2.238150119781494,0.9930007196613108,0.9992043375968933,0.9917448859499987,0.9999358057975769,0.9910869598388672
leave_opening_30_out,1.774840438725532,0.2960347831249237,2.204822088274157,0.326358824968338,0.16175925731658936,0.9934014510752667,0.999812126159668,0.9935335778936494,0.9998522996902466,0.9999474287033081
leave_opening_35_out,1.8126183171023251,0.1819845587015152,1.9480495327517802,0.19532428681850433,0.17491932213306427,0.9928138797106564,0.9999558329582214,0.9958948544221092,0.999944269657135,0.999942421913147
leave_opening_40_out,1.7410425784180936,0.2100498080253601,1.6404654327989805,0.160140261054039,0.13299690186977386,0.9928727694969653,0.999935507774353,0.996419214734131,0.9999388456344604,0.9999644756317139
leave_opening_45_out,1.7635683145284367,0.8778021335601807,1.333497998067336,0.1875322312116623,0.23496142029762268,0.9927357143057662,0.9991691708564758,0.9980735554504107,0.9999355673789978,0.9999002814292908
leave_opening_50_out,9.355573669483785,2.595296621322632,2.7833286356181732,0.4476165175437927,0.2894379794597626,0.8591771572875673,0.9872812032699585,0.9914297861027418,0.999743640422821,0.9998822212219238
leave_speed_56_60_out,7.444136995579301,1.3175885677337646,2.0599630456990496,0.2409425526857376,0.3151227533817291,0.9008895598515592,0.995738685131073,0.993748735059884,0.9998342394828796,0.9998353719711304
random_interp,2.792923563890828,0.25886866450309753,4.745113843381735,0.22025872766971588,0.15769244730472565,0.9944334282036346,0.9999446868896484,0.9834162860565963,0.9999495148658752,0.9999755024909973
