protocol_family,model,r2_mean,r2_std,r2_min,r2_max,are_mean,are_std,are_min,are_max,n_protocols
leave_one_opening_out,GRNN,0.8866173502254407,0.2278955584384887,0.3823197600405529,0.9934014510752666,6.036538849331471,8.374651086656844,1.7410425784180943,23.921181390809924,7
leave_one_opening_out,KAN,0.9863199676786151,0.030826266977195604,0.9170485734939575,0.9999430775642395,1.8471630811691284,2.9549217570423263,0.205670565366745,8.273423194885254,7
leave_one_opening_out,MLP,0.99538326904869,0.006195858128460098,0.9815551179549663,0.9994382437547115,1.6993610768536622,1.2041061841512204,0.7101644955832945,4.302541652829271,7
leave_speed_block_out,GRNN,0.771497031526278,0.30427042603842264,0.4239162107476979,0.9896853239795772,10.566298526185058,9.995201720200686,2.504846466908589,21.74991211606728,3
leave_speed_block_out,KAN,0.995303750038147,0.004847331411291402,0.9902870059013367,0.9999617338180542,1.4016581724087398,1.1981824010808648,0.15573690831661224,2.5455806255340576,3
leave_speed_block_out,MLP,0.9852326515540137,0.018978749178826936,0.9633971862950018,0.9977635373333126,2.986141055189197,2.473123581437124,1.215739733929859,5.811857013445447,3
random_interp,GRNN,0.994433427677608,,0.994433427677608,0.994433427677608,2.7929236073139734,,2.7929236073139734,2.7929236073139734,1
random_interp,KAN,0.9999555349349976,,0.9999555349349976,0.9999555349349976,0.2159622609615326,,0.2159622609615326,0.2159622609615326,1
random_interp,MLP,0.9992511752449642,,0.9992511752449642,0.9992511752449642,1.0476987126891304,,1.0476987126891304,1.0476987126891304,1
