protocol,protocol_desc,model,task_name,model_name,budget_profile,trial_budget,validation_repeats,selection_metric,tie_break_metric,seed,inner_val_ratio,candidate_idx,inner_fold_id,inner_fold_count,inner_split_strategy,repeat_train_size,repeat_val_size,config_json,val_r2,val_are,mean_val_r2,std_val_r2,mean_val_are,std_val_are,inner_split_meta_json,repeat_idx,is_selected,inner_holdout_opening,inner_holdout_speed_values,inner_holdout_speed_min,inner_holdout_speed_max,inner_holdout_speed_count,inner_holdout_speed_positions,inner_holdout_speed_is_contiguous,inner_speed_run_id
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,3,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [8]}",0.9715956359140168,8.58331566427586,0.9915676377425594,0.010399882873518241,3.3576909600730516,2.741306225576949,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,2,4,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [8]}",0.9988446090473171,1.3784628691935463,0.9915676377425594,0.010399882873518241,3.3576909600730516,2.741306225576949,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,0,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [8]}",0.9987939554203484,1.3706202485322636,0.9917134463592838,0.010107217061255542,3.3922063887720433,2.6610205143858594,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,1,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [8]}",0.9975788170279344,2.0861406622959273,0.9917134463592838,0.010107217061255542,3.3922063887720433,2.6610205143858594,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,2,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [8]}",0.9910861560135487,3.6450114435191123,0.9917134463592838,0.010107217061255542,3.3922063887720433,2.6610205143858594,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,3,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [8]}",0.9723258546002336,8.45250368061894,0.9917134463592838,0.010107217061255542,3.3922063887720433,2.6610205143858594,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,3,4,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [8]}",0.9987824487343538,1.406755908893973,0.9917134463592838,0.010107217061255542,3.3922063887720433,2.6610205143858594,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,0,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16]}",0.9918948197254751,3.414491765967169,0.9969577799844058,0.002638971408401693,2.091813666780396,0.7865393115748914,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,1,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16]}",0.9989711945646952,1.2930156885428399,0.9969577799844058,0.002638971408401693,2.091813666780396,0.7865393115748914,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,2,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16]}",0.9968263678138669,2.542634351517203,0.9969577799844058,0.002638971408401693,2.091813666780396,0.7865393115748914,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,3,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16]}",0.9987169747032744,1.4874061004023778,0.9969577799844058,0.002638971408401693,2.091813666780396,0.7865393115748914,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,4,4,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16]}",0.9983795431147175,1.7215204274723905,0.9969577799844058,0.002638971408401693,2.091813666780396,0.7865393115748914,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,0,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [16]}",0.9918856361794214,3.3921660276515926,0.9972923160012712,0.0027191476156072864,1.9342819109953495,0.7549324534237962,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,1,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [16]}",0.999125387611285,1.2531961469348167,0.9972923160012712,0.0027191476156072864,1.9342819109953495,0.7549324534237962,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,2,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [16]}",0.998382385694605,1.7539264715552225,0.9972923160012712,0.0027191476156072864,1.9342819109953495,0.7549324534237962,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,3,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [16]}",0.9987623907916757,1.4780874002350695,0.9972923160012712,0.0027191476156072864,1.9342819109953495,0.7549324534237962,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,5,4,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [16]}",0.9983057797293688,1.7940335086000456,0.9972923160012712,0.0027191476156072864,1.9342819109953495,0.7549324534237962,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,0,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16]}",0.9918766964481522,3.3847905217879743,0.9969783602670999,0.002652986843200259,2.071093395371404,0.7484714834040185,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,1,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16]}",0.9990287494365359,1.3199349625036194,0.9969783602670999,0.002652986843200259,2.071093395371404,0.7484714834040185,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,2,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16]}",0.9969074302090375,2.384709955666557,0.9969783602670999,0.002652986843200259,2.071093395371404,0.7484714834040185,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,3,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16]}",0.9987413466124925,1.5129547114596913,0.9969783602670999,0.002652986843200259,2.071093395371404,0.7484714834040185,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,6,4,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16]}",0.9983375786292813,1.7530768254391793,0.9969783602670999,0.002652986843200259,2.071093395371404,0.7484714834040185,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,0,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16]}",0.9918494214812571,3.4025793292086215,0.9966655300421442,0.0025635053724349845,2.209632982342387,0.7376092684768684,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,1,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16]}",0.9989750391450563,1.3022873627068692,0.9966655300421442,0.0025635053724349845,2.209632982342387,0.7376092684768684,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,2,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16]}",0.9968495414409716,2.501043650722843,0.9966655300421442,0.0025635053724349845,2.209632982342387,0.7376092684768684,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,3,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16]}",0.998720691277931,1.5875490689987295,0.9966655300421442,0.0025635053724349845,2.209632982342387,0.7376092684768684,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,7,4,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16]}",0.9969329568655044,2.2547055000748744,0.9966655300421442,0.0025635053724349845,2.209632982342387,0.7376092684768684,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,0,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [32]}",0.998761078241177,1.1341910755891345,0.9991830106884864,0.00034302317612720275,1.1355312805962345,0.24540669591151404,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,1,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [32]}",0.9995666828998808,0.8017229990242374,0.9991830106884864,0.00034302317612720275,1.1355312805962345,0.24540669591151404,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,2,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [32]}",0.9988173742091446,1.4533177375400868,0.9991830106884864,0.00034302317612720275,1.1355312805962345,0.24540669591151404,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,3,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [32]}",0.9992303032547744,1.3546327254367831,0.9991830106884864,0.00034302317612720275,1.1355312805962345,0.24540669591151404,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,8,4,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [32]}",0.999539614837455,0.9337918653909306,0.9991830106884864,0.00034302317612720275,1.1355312805962345,0.24540669591151404,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,0,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [32]}",0.9996312612249049,0.6672355197933079,0.9993584656762271,0.00030495628451039094,1.0430461384692937,0.31347838959777846,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,1,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [32]}",0.9995666627184879,0.7996080090076216,0.9993584656762271,0.00030495628451039094,1.0430461384692937,0.31347838959777846,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,2,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [32]}",0.9988176635964823,1.4527679710380768,0.9993584656762271,0.00030495628451039094,1.0430461384692937,0.31347838959777846,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,3,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [32]}",0.9992256240219063,1.37255947443082,0.9993584656762271,0.00030495628451039094,1.0430461384692937,0.31347838959777846,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,9,4,5,repeated_random,200,43,"{""alpha"": 1e-05, ""hidden_layer_sizes"": [32]}",0.9995511168193546,0.9230597180766417,0.9993584656762271,0.00030495628451039094,1.0430461384692937,0.31347838959777846,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,0,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32]}",0.9987600659175391,1.1286431471254874,0.9991406849231659,0.00030003525347097867,1.1537471760656484,0.23138497331121086,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,1,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32]}",0.9995331861552438,0.8033826264505036,0.9991406849231659,0.00030003525347097867,1.1537471760656484,0.23138497331121086,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,2,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32]}",0.9988384203411849,1.4387424216310327,0.9991406849231659,0.00030003525347097867,1.1537471760656484,0.23138497331121086,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,3,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32]}",0.9991919269437288,1.3707314735327285,0.9991406849231659,0.00030003525347097867,1.1537471760656484,0.23138497331121086,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,10,4,5,repeated_random,200,43,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32]}",0.9993798252581335,1.027236211588489,0.9991406849231659,0.00030003525347097867,1.1537471760656484,0.23138497331121086,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,0,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32]}",0.9996729907837978,0.6331297976441344,0.9992050213479248,0.00046720222512339297,1.1695709412885225,0.4540413196392945,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,1,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32]}",0.9995018791676971,0.8705711199795556,0.9992050213479248,0.00046720222512339297,1.1695709412885225,0.4540413196392945,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,2,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32]}",0.9986088329550696,1.5859563951188724,0.9992050213479248,0.00046720222512339297,1.1695709412885225,0.4540413196392945,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,3,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32]}",0.9986653946000206,1.8220529829218945,0.9992050213479248,0.00046720222512339297,1.1695709412885225,0.4540413196392945,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,11,4,5,repeated_random,200,43,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32]}",0.9995760092330385,0.9361444107781562,0.9992050213479248,0.00046720222512339297,1.1695709412885225,0.4540413196392945,"{""inner_val_ratio"": 0.17695473251028807}",4.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,0,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16, 16]}",0.9986935497743599,1.4009637309745524,0.998893701327295,0.00029160791959725917,1.2784565548232991,0.1405135075383687,"{""inner_val_ratio"": 0.17695473251028807}",0.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,1,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16, 16]}",0.9994217563812805,1.007958436654094,0.998893701327295,0.00029160791959725917,1.2784565548232991,0.1405135075383687,"{""inner_val_ratio"": 0.17695473251028807}",1.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,2,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16, 16]}",0.9987353302237467,1.2828026088046607,0.998893701327295,0.00029160791959725917,1.2784565548232991,0.1405135075383687,"{""inner_val_ratio"": 0.17695473251028807}",2.0,0,,,,,,,,
random_interp,随机联合分层切分（规则网格内插值评估）,MLP,forward,MLP,high,24,5,mean_val_r2,mean_val_are,42,0.17695473251028807,12,3,5,repeated_random,200,43,"{""alpha"": 1e-06, ""hidden_layer_sizes"": [16, 16]}",0.9989917206399186,1.3604567625279185,0.998893701327295,0.00029160791959725917,1.2784565548232991,0.1405135075383687,"{""inner_val_ratio"": 0.17695473251028807}",3.0,0,,,,,,,,
