inverse_model,decision_r2_mean,decision_are_mean,decision_mae_mean,within_5pct_rate_mean,within_10pct_rate_mean,speed_feasible_rate_mean,monotone_non_decreasing_rate_mean,violation_count_sum,max_negative_step_min,local_monotone_rate_mean,avg_mass_tracking_are_minus_percent_mean,avg_mass_tracking_are_plus_percent_mean,avg_speed_symmetry_gap_mean
GRNN,0.9895140680513554,4.188722738563105,113.31008356267756,0.8636363636363636,0.8636363636363636,1.0,1.0,0,0.011740244992587634,1.0,4.695577569311965,3.9382617345393043,0.1094304696032632
KAN,0.9981677690708044,1.3981746366581247,50.64756913618608,1.0,1.0,1.0,0.9698492462311558,18,-0.046539306640625,1.0,1.4263572582552877,1.2747447868322308,0.028344501148570667
MLP,0.9955117600399679,1.9000693728500282,71.73727416992188,1.0,1.0,1.0,1.0,0,0.2655206272836992,1.0,1.801390321494899,1.8899772587462529,0.08463471670978864
