model,r2_mean,r2_std,r2_min,r2_max,are_mean,are_std,are_min,are_max,folds
MLP,0.9972131518926235,0.002098091888682762,0.9931908566805299,0.9992598473772998,1.244984954103876,0.44820935410186175,0.7236932626883318,1.8943181560625402,7
KAN,0.9806917309761047,0.04859467013696282,0.8705427646636963,0.9999511241912842,1.9998485467263631,3.768285989865347,0.1846223622560501,10.45634937286377,7
GRNN,0.8866173502254407,0.2278955584384887,0.3823197600405529,0.9934014510752666,6.036538849331471,8.374651086656844,1.7410425784180943,23.921181390809924,7
