model,r2_mean,r2_std,r2_min,r2_max,are_mean,are_std,are_min,are_max,folds
KAN,0.995442529519399,0.004633113164762963,0.9907033443450928,0.9999617338180542,1.3124593446652095,1.0739649590780516,0.15573690831661224,2.277984142303467,3
MLP,0.9893736448124638,0.013374223188314247,0.9741873731766203,0.9993963302270441,2.2895827049857007,1.9683577294457917,0.5252781077882431,4.4126435889765725,3
GRNN,0.771497031526278,0.30427042603842264,0.4239162107476979,0.9896853239795772,10.566298526185058,9.995201720200686,2.504846466908589,21.74991211606728,3
