rank,low_opening,mid_opening,high_opening,selected_min_distance,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,distance_bonus,total_score
132,20,38,44,1,2295.884622300161,4223.094015055,4885.556796680216,0.8286447201711097,0.842161311176711,0.22860603691808704,0.8,0.5,0.03333333333333333,1.9844120682659077
133,22,41,49,1,2506.028719488826,4554.376493416202,5432.320230462541,0.775016296083318,0.7451854312392195,0.3659096107974703,0.9,0.5925925925925926,0.03333333333333333,1.9828150418237114
134,21,41,48,1,2400.9566708944935,4554.376493416202,5323.227730622294,0.8039626138386076,0.7451854312392195,0.33917091854449977,0.9,0.5185185185185186,0.03333333333333333,1.9820597043630674
135,20,41,47,1,2295.884622300161,4554.376493416202,5214.135230782047,0.8286447201711097,0.7451854312392195,0.31692522730577444,0.9,0.4444444444444444,0.03333333333333333,1.9815331564938814
136,20,38,45,2,2295.884622300161,4223.094015055,4995.950231101554,0.8286447201711097,0.842161311176711,0.21818932091362778,0.8333333333333334,0.56,0.06666666666666667,1.980062018928115
137,20,38,45,1,2295.884622300161,4223.094015055,4995.950231101554,0.8286447201711097,0.842161311176711,0.21818932091362778,0.8333333333333334,0.56,0.03333333333333333,1.979062018928115
138,22,38,46,1,2506.028719488826,4223.094015055,5105.042730941801,0.775016296083318,0.842161311176711,0.26755727410970115,0.8,0.6666666666666667,0.03333333333333333,1.9764015480363968
139,21,42,49,1,2400.9566708944935,4664.769927837539,5432.320230462541,0.8039626138386076,0.7076551796785397,0.3659096107974703,0.9333333333333333,0.5,0.03333333333333333,1.973194070981284
140,24,39,49,1,2716.1728166774906,4333.538537024931,5432.320230462541,0.6271236605727392,0.8797228141884053,0.3659096107974703,0.8333333333333334,0.8,0.03333333333333333,1.9724227522252813
141,21,39,42,1,2400.9566708944935,4333.538537024931,4664.769927837539,0.8039626138386076,0.8797228141884053,0.21943946892700547,0.7,0.2857142857142857,0.03333333333333333,1.9715534683825895
142,22,42,50,2,2506.028719488826,4664.769927837539,5541.412730302787,0.775016296083318,0.7076551796785397,0.38916986381603175,0.9333333333333333,0.5714285714285714,0.06666666666666667,1.971365149101699
143,23,38,47,2,2611.1007680831576,4223.094015055,5214.135230782047,0.7160699783280289,0.842161311176711,0.31692522730577444,0.8,0.75,0.06666666666666667,1.9711565168105145
144,22,42,50,1,2506.028719488826,4664.769927837539,5541.412730302787,0.775016296083318,0.7076551796785397,0.38916986381603175,0.9333333333333333,0.5714285714285714,0.03333333333333333,1.970365149101699
