opening,selected_min_distance,estimated_mass_ref,estimated_mass_min,estimated_mass_max,min_distance_to_train,distance_score,low_score,mid_score,high_score,low_coverage,mid_coverage,high_coverage,best_role,is_training_opening,best_role_order_score
35,16,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,16,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,16,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,16,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,17,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,17,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,17,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,17,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,17,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,17,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,17,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,18,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,18,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,18,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,18,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,18,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,18,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,18,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,19,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,19,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,19,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,19,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,19,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,19,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,19,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,20,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,20,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,20,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,20,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,20,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,20,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,20,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,21,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,21,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,21,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,21,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,21,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,21,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,21,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,22,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,22,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,22,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,22,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,22,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,22,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,22,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,23,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,23,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,23,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,23,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,23,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,23,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,23,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,24,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,24,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,24,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,24,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,24,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,24,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,24,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,25,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,25,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,25,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,25,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,25,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,25,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,25,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,26,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,26,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,26,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,26,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,26,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,26,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,26,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,27,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,27,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,27,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,27,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,27,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,27,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,27,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,28,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,28,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,28,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,28,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,28,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,28,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,28,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,29,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,29,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,29,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,29,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,29,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,29,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,29,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
20,30,2295.884622300161,1141.0211746260345,3450.7480699742873,0.0,0.0,0.8286447201711097,0.012437331679365317,0.0,1.0,0.04974932671746127,0.0,low,True,1.0
25,30,2821.244865271823,1407.0671391626427,4235.422591381003,0.0,0.0,0.5381773428174496,0.11243812298097161,0.0,0.8810273970082022,0.44975249192388644,0.0,low,True,0.771152228665217
30,30,3348.674302159256,1676.7275400462227,5020.62106427229,0.0,0.0,0.24199443474241253,0.2125056879086245,0.0,0.7589475819696065,0.850022751634498,0.0,low,True,0.5022847703465814
35,30,3891.760449145204,1949.4287661230883,5834.092132167319,0.0,0.0,0.1814163833316225,0.5794768021416262,0.04446987627236547,0.6354911340403653,1.0,0.17787950508946188,mid,True,0.5491280035693771
40,30,4443.983058994864,2234.210567974903,6653.755550014825,0.0,0.0,0.12664140138788174,0.7827156827998993,0.12027290093592395,0.506565605551527,1.0,0.458663498010329,mid,True,0.8878594713331656
45,30,4995.950231101554,2523.3528503896323,7468.547611813477,0.0,0.0,0.09391650347798537,0.44506442499649923,0.21818932091362778,0.3756660139119415,1.0,0.7377787586533443,mid,True,0.3251073749941654
50,30,5541.412730302787,2808.1857559825016,8274.639704623072,0.0,0.0,0.061679337474238795,0.25,0.38916986381603175,0.24671734989695518,1.0,1.0,high,True,0.6155064765958569
