rank,low_opening,mid_opening,high_opening,selected_min_distance,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,distance_bonus,total_score
123,21,37,48,1,2400.8141556944747,4111.267217550765,5324.003161178989,0.9069282391277093,0.8963313865844056,0.847004652094475,0.9,0.8148148148148149,0.03333333333333333,0.8965543177093624
124,26,37,49,1,2926.3686265388747,4111.267217550765,5432.83889423099,0.7377663186313111,0.8963313865844056,0.8755860796762995,0.7666666666666667,0.9565217391304348,0.03333333333333333,0.8959430760921372
125,28,38,50,2,3136.914871145759,4222.259753869907,5541.412730302787,0.7491719218867201,1.000000000001,0.857573640139716,0.7333333333333333,0.9090909090909091,0.06666666666666667,0.8957750978021832
126,21,38,48,1,2400.8141556944747,4222.259753869907,5324.003161178989,0.9069282391277093,0.9644661408000322,0.847004652094475,0.9,0.7407407407407407,0.03333333333333333,0.8951899193528056
127,21,36,49,1,2400.8141556944747,4000.918111192793,5432.83889423099,0.9069282391277093,0.7182446822918145,0.8755860796762995,0.9333333333333333,0.9285714285714286,0.03333333333333333,0.8942659551428103
128,20,37,48,2,2295.884622300161,4111.267217550765,5324.003161178989,0.7697489379650126,0.933459971919081,0.8539276378537934,0.9333333333333333,0.7857142857142857,0.06666666666666667,0.8937762795797712
129,20,38,48,2,2295.884622300161,4222.259753869907,5324.003161178989,0.7697489379650126,1.000000000001,0.8539276378537934,0.9333333333333333,0.7142857142857143,0.06666666666666667,0.8934896917990566
130,24,37,48,1,2716.0993624172015,4111.267217550765,5324.003161178989,0.8161727178279286,0.8963313865844056,0.847004652094475,0.8,0.9166666666666666,0.03333333333333333,0.893214733292188
131,26,37,48,1,2926.3686265388747,4111.267217550765,5324.003161178989,0.7377663186313111,0.8963313865844056,0.847004652094475,0.7333333333333333,1.0,0.03333333333333333,0.8926966188740904
132,22,39,49,1,2505.8494771586625,4333.347705801011,5432.83889423099,0.9674919438604787,0.8916378493676318,0.8755860796762995,0.9,0.7407407407407407,0.03333333333333333,0.8922760591936131
133,23,39,49,1,2610.9560562228603,4333.347705801011,5432.83889423099,0.9355447788733504,0.8916378493676318,0.8755860796762995,0.8666666666666667,0.7692307692307692,0.03333333333333333,0.8895927952227946
134,24,38,48,1,2716.0993624172015,4222.259753869907,5324.003161178989,0.8161727178279286,0.9644661408000322,0.847004652094475,0.8,0.8333333333333334,0.03333333333333333,0.8895337166283545
