Task,Model,DisplayName,ArchitectureNote,R2_main,ARE_main(%),n_main,main_ratio,R2_all,ARE_all(%),n_all,Hyperparams,protocol,fold_id,train_seed,outer_repeat_id,split_seed,replicate_id,is_canonical_replicate,canonical_replicate_rule
inverse,inverse_GRNN,inverse_GRNN,,0.8254039208060483,12.076762220557393,9,0.20454545454545456,0.8920202372166678,7.916068004623014,44,sigma=0.1,random_interp,1,52,3,1003,random_interp|fold=1|train_seed=52|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999802492275948,0.09931595865396488,9,0.20454545454545456,0.9999516000922177,0.13790858034034598,44,"hidden=64, lr=0.005, wd=1e-05",random_interp,1,52,3,1003,random_interp|fold=1|train_seed=52|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9998605960345803,0.25812341140569717,9,0.20454545454545456,0.9994117069428096,0.5685878238051021,44,"hidden=(32, 16), alpha=1e-06",random_interp,1,62,3,1003,random_interp|fold=1|train_seed=62|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8254039208060483,12.076762220557393,9,0.20454545454545456,0.8920202372166678,7.916068004623014,44,sigma=0.1,random_interp,1,62,3,1003,random_interp|fold=1|train_seed=62|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999808518540969,0.10342512058510883,9,0.20454545454545456,0.9999505277306494,0.14077494312512845,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,62,3,1003,random_interp|fold=1|train_seed=62|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9995288951453205,0.506525160073067,9,0.20454545454545456,0.9994306163769113,0.6028403563646463,44,"hidden=(32, 32), alpha=0.001",random_interp,1,72,3,1003,random_interp|fold=1|train_seed=72|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8254039208060483,12.076762220557393,9,0.20454545454545456,0.8920202372166678,7.916068004623014,44,sigma=0.1,random_interp,1,72,3,1003,random_interp|fold=1|train_seed=72|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999819643283276,0.0929264857886611,9,0.20454545454545456,0.9999494832751196,0.13678304804327648,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,72,3,1003,random_interp|fold=1|train_seed=72|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9998869021569688,0.2676765575215897,9,0.20454545454545456,0.9996347157721044,0.4943335728764101,44,"hidden=(32, 32), alpha=0.001",random_interp,1,82,3,1003,random_interp|fold=1|train_seed=82|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8254039208060483,12.076762220557393,9,0.20454545454545456,0.8920202372166678,7.916068004623014,44,sigma=0.1,random_interp,1,82,3,1003,random_interp|fold=1|train_seed=82|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999810182758596,0.09917555285202113,9,0.20454545454545456,0.99994859278772,0.13773983084552974,44,"hidden=32, lr=0.01, wd=1e-05",random_interp,1,82,3,1003,random_interp|fold=1|train_seed=82|outer_repeat_id=3,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9986407300970798,0.5720342905044183,12,0.2727272727272727,0.9992839964260491,0.7631260850924085,44,"hidden=(32, 32), alpha=0.001",random_interp,1,42,4,1004,random_interp|fold=1|train_seed=42|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8093555489840558,6.7636279139523765,12,0.2727272727272727,0.8902097787887134,10.431115400138484,44,sigma=0.1,random_interp,1,42,4,1004,random_interp|fold=1|train_seed=42|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.999879296546877,0.17822014939178532,12,0.2727272727272727,0.9999681930349559,0.15258415859980073,44,"hidden=64, lr=0.005, wd=1e-05",random_interp,1,42,4,1004,random_interp|fold=1|train_seed=42|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9977997177346363,0.5886835308457624,12,0.2727272727272727,0.9984999362050127,1.0720422244442547,44,"hidden=(32, 32), alpha=0.001",random_interp,1,52,4,1004,random_interp|fold=1|train_seed=52|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8093555489840558,6.7636279139523765,12,0.2727272727272727,0.8902097787887134,10.431115400138484,44,sigma=0.1,random_interp,1,52,4,1004,random_interp|fold=1|train_seed=52|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998721327205868,0.182439734166298,12,0.2727272727272727,0.9999679735267166,0.15862527703120283,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,52,4,1004,random_interp|fold=1|train_seed=52|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9995460856919529,0.3449872752393233,12,0.2727272727272727,0.9989094104226041,0.980026026606691,44,"hidden=(32, 16), alpha=0.0001",random_interp,1,62,4,1004,random_interp|fold=1|train_seed=62|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8093555489840558,6.7636279139523765,12,0.2727272727272727,0.8902097787887134,10.431115400138484,44,sigma=0.1,random_interp,1,62,4,1004,random_interp|fold=1|train_seed=62|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998829640232265,0.17006240992428936,12,0.2727272727272727,0.9999688399286338,0.15431110817286442,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,62,4,1004,random_interp|fold=1|train_seed=62|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9995534382964074,0.3410854306498323,12,0.2727272727272727,0.9989844979969339,0.8514268299758071,44,"hidden=(32, 16), alpha=1e-06",random_interp,1,72,4,1004,random_interp|fold=1|train_seed=72|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8093555489840558,6.7636279139523765,12,0.2727272727272727,0.8902097787887134,10.431115400138484,44,sigma=0.1,random_interp,1,72,4,1004,random_interp|fold=1|train_seed=72|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998833954292464,0.1721736189543577,12,0.2727272727272727,0.9999703220154028,0.1529791952066035,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,72,4,1004,random_interp|fold=1|train_seed=72|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.999080755019135,0.2944205098927299,12,0.2727272727272727,0.9995028488553217,0.6464781154952641,44,"hidden=(32, 32), alpha=1e-05",random_interp,1,82,4,1004,random_interp|fold=1|train_seed=82|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8093555489840558,6.7636279139523765,12,0.2727272727272727,0.8902097787887134,10.431115400138484,44,sigma=0.1,random_interp,1,82,4,1004,random_interp|fold=1|train_seed=82|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998791716173449,0.17969235156331523,12,0.2727272727272727,0.9999679580641958,0.15853888977325428,44,"hidden=32, lr=0.01, wd=1e-05",random_interp,1,82,4,1004,random_interp|fold=1|train_seed=82|outer_repeat_id=4,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9993988406536866,0.5278882747504526,15,0.3409090909090909,0.9995024787374889,0.5232074590602565,44,"hidden=(32, 32), alpha=1e-05",random_interp,1,42,5,1005,random_interp|fold=1|train_seed=42|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8360745271628135,8.578595442921312,15,0.3409090909090909,0.8919974011503248,7.299200899612393,44,sigma=0.1,random_interp,1,42,5,1005,random_interp|fold=1|train_seed=42|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999133789656198,0.21719961469258872,15,0.3409090909090909,0.99995004141019,0.1553151632167833,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,42,5,1005,random_interp|fold=1|train_seed=42|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9987244409728934,0.7013678232877958,15,0.3409090909090909,0.9978841801189055,0.9860576542283179,44,"hidden=(32, 32), alpha=1e-06",random_interp,1,52,5,1005,random_interp|fold=1|train_seed=52|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8360745271628135,8.578595442921312,15,0.3409090909090909,0.8919974011503248,7.299200899612393,44,sigma=0.1,random_interp,1,52,5,1005,random_interp|fold=1|train_seed=52|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999011306450696,0.23070652889393567,15,0.3409090909090909,0.9999444837357465,0.1680638619271387,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,52,5,1005,random_interp|fold=1|train_seed=52|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9992583384971083,0.5399821519512025,15,0.3409090909090909,0.9991628550033926,0.665718451476021,44,"hidden=(32, 16), alpha=1e-05",random_interp,1,62,5,1005,random_interp|fold=1|train_seed=62|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8360745271628135,8.578595442921312,15,0.3409090909090909,0.8919974011503248,7.299200899612393,44,sigma=0.1,random_interp,1,62,5,1005,random_interp|fold=1|train_seed=62|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.99991240360089,0.2153587026417111,15,0.3409090909090909,0.9999435811164099,0.1705248234057252,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,62,5,1005,random_interp|fold=1|train_seed=62|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9996507359696511,0.411203448706799,15,0.3409090909090909,0.9994266247666111,0.48701615034597306,44,"hidden=(32, 16), alpha=0.001",random_interp,1,72,5,1005,random_interp|fold=1|train_seed=72|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8360745271628135,8.578595442921312,15,0.3409090909090909,0.8919974011503248,7.299200899612393,44,sigma=0.1,random_interp,1,72,5,1005,random_interp|fold=1|train_seed=72|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9999148575237159,0.2167557307112672,15,0.3409090909090909,0.999946649690868,0.16503038877230042,44,"hidden=64, lr=0.01, wd=1e-05",random_interp,1,72,5,1005,random_interp|fold=1|train_seed=72|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_MLP,inverse_MLP,,0.9992521900010679,0.5028100312115936,15,0.3409090909090909,0.9985236525482136,0.7949786227448336,44,"hidden=(32, 16), alpha=1e-06",random_interp,1,82,5,1005,random_interp|fold=1|train_seed=82|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_GRNN,inverse_GRNN,,0.8360745271628135,8.578595442921312,15,0.3409090909090909,0.8919974011503248,7.299200899612393,44,sigma=0.1,random_interp,1,82,5,1005,random_interp|fold=1|train_seed=82|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998944835097301,0.2389258423274107,15,0.3409090909090909,0.9999428088596166,0.16828799695793306,44,"hidden=32, lr=0.01, wd=1e-05",random_interp,1,82,5,1005,random_interp|fold=1|train_seed=82|outer_repeat_id=5,0,first_train_seed_first_outer_repeat
