Task,Model,DisplayName,ArchitectureNote,n_replicates,R2_main,R2_main_std,ARE_main(%),ARE_main(%)_std,R2_all,R2_all_std,ARE_all(%),ARE_all(%)_std,n_main,n_main_std,main_ratio,main_ratio_std,n_all,n_all_std,Hyperparams
inverse,inverse_MLP,inverse_MLP,,25,0.9992217079178836,0.0004825659521787363,0.4857330344118307,0.14911196864095458,0.9990638231488606,0.0005011354216446258,0.7300570783580433,0.1956640325001405,12.4,2.101586702153082,0.28181818181818175,0.04776333413984276,44.0,0.0,"hidden=(32, 16), alpha=0.001"
inverse,inverse_GRNN,inverse_GRNN,,25,0.833955194779426,0.01991139076779251,8.471641779501105,2.1362665564366803,0.8997683713464822,0.012389725708613047,7.873576751344088,1.3635398031542423,12.4,2.101586702153082,0.28181818181818175,0.04776333413984276,44.0,0.0,sigma=0.1
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,25,0.9999294091277083,3.638572836411315e-05,0.16905000714280013,0.056704706942224015,0.9999623526425855,1.3603392800429632e-05,0.1411659463736828,0.025048608754888374,12.4,2.101586702153082,0.28181818181818175,0.04776333413984276,44.0,0.0,"hidden=64, lr=0.005, wd=1e-05"
