Task,Model,DisplayName,ArchitectureNote,R2_main,ARE_main(%),n_main,main_ratio,R2_all,ARE_all(%),n_all,Hyperparams
inverse,inverse_MLP,inverse_MLP,,0.9987889550012163,0.40040362935845525,17,0.38636363636363635,0.9992536407617131,0.6269150463198929,44,"hidden=(32, 32), alpha=0.0001"
inverse,inverse_GRNN,inverse_GRNN,,0.8534896163795566,5.437592874418432,17,0.38636363636363635,0.9084347624557604,7.746795023062614,44,sigma=0.1
inverse,inverse_KAN,inverse_KAN,repaired spline/grid KAN,0.9998804159703708,0.1611049787665269,17,0.38636363636363635,0.9999433997893965,0.15775029179756844,44,"hidden=64, lr=0.005, wd=1e-05"
