rule_name,threshold_source,low_mid_threshold,mid_high_threshold,low_opening,mid_opening,high_opening,low_estimated_mass,mid_estimated_mass,high_estimated_mass,feasible_coverage_rate,sample_count
current_policy_thresholds,current_policy_thresholds,3325.246337890625,5305.74169921875,20.0,35.0,50.0,2295.884616758765,3891.760441477705,5541.412770341082,1.0,287
